title,score,genres,ranked,popularity,members,favorites
Bokura wa Minna Kawai-sou: Hajimete no,7.63,"Slice of Life, Love Status Quo, School, Seinen",#1454,#3207,"51,274",39
Bounen no Xamdou,7.63,"Action, Adventure, Sci-Fi, Military",#1455,#1655,"145,326","1,093"
Cardcaptor Sakura Movie 1,7.63,"Award Winning, Comedy, Drama, Mahou Shoujo, Shoujo",#1456,#2143,"102,254",202
Daa! Daa! Daa!,7.63,"Comedy, Sci-Fi, Childcare, Shoujo",#1457,#4480,"26,580",250
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,7.63,"Adventure, Comedy, Fantasy",#1458,#6429,"10,799",12
Flip Flappers,7.63,"Adventure, Comedy, Fantasy, Sci-Fi, Mahou Shoujo",#1459,#1280,"195,406","2,173"
Genshiken,7.63,"Slice of Life, Adult Cast, Otaku Culture, Parody, Seinen",#1460,#1365,"183,402","1,457"
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... desu ka!?,7.63,Mahou Shoujo,#1461,#7166,"8,345",12
Hirogaru Sky! Precure,7.63,"Action, Mahou Shoujo",#1462,#6390,"10,937",153
Inuyashiki,7.63,"Action, Drama, Sci-Fi, Suspense, Gore, Psychological, Seinen",#1463,#329,"666,693","3,908"
Aggressive Retsuko,7.62,"Comedy, Anthropomorphic, Music, Workplace",#1464,#2048,"109,816",669
AKB0048: Next Stage,7.62,"Sci-Fi, Idols (Female), Music",#1465,#3796,"37,660",319
Bishoujo Senshi Sailor Moon SuperS,7.62,"Romance, Mahou Shoujo, Shoujo",#1466,#1882,"123,132",553
Bleach Movie 4: Jigoku-hen,7.62,"Action, Adventure, Supernatural, Shounen",#1467,#1153,"221,791",496
Break Blade Movie 1: Kakusei no Toki,7.62,"Action, Fantasy, Adult Cast, Mecha, Military, Shounen",#1468,#2380,"85,948",160
Di Yi Xulie,7.62,"Action, Adventure, Fantasy, Sci-Fi",#1469,#12184,"1,703",17
Diamond no Ace: Second Season OVA,7.62,"Sports, School, Team Sports, Shounen",#1470,#6172,"11,916",15
Doraemon Movie 07: Nobita to Tetsujin Heidan,7.62,"Adventure, Comedy, Fantasy, Mecha, Kids, Shounen",#1471,#6869,"9,201",22
Feng Ling Yu Xiu 2nd Season,7.62,"Action, Adventure, Martial Arts",#1472,#11972,"1,848",27
Free!: FrFr - Short Movie,7.62,"Comedy, Sports",#1473,#2609,"74,299",102
Genshiken OVA,7.62,"Slice of Life, Adult Cast, Otaku Culture, Parody, Seinen",#1474,#3186,"51,930",27
Gensou Mangekyou: The Memories of Phantasm,7.62,Fantasy,#1475,#7338,"7,817",143
Heion Sedai no Idaten-tachi,7.62,"Action, Adventure, Fantasy, Mythology, Seinen",#1476,#1271,"197,265","1,609"
Ichigo Mashimaro,7.62,"Slice of Life, CGDCT, Iyashikei",#1477,#1963,"116,274","1,005"
Sekaiichi Hatsukoi,7.62,"Boys Love, Adult Cast, Otaku Culture, Workplace",#1478,#1145,"222,592","3,042"
Servant x Service,7.62,"Comedy, Adult Cast, Workplace, Seinen",#1479,#1120,"227,096",701
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,7.62,"Action, Comedy, Gag Humor, Martial Arts, School, Shounen",#1480,#5935,"13,180",136
Shixiong A Shixiong,7.62,"Action, Adventure, Fantasy, Historical, Martial Arts",#1481,#11585,"2,075",14
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,7.62,"Sports, School, Team Sports, Shounen",#1482,#5223,"18,372",14
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,7.62,"Slice of Life, CGDCT, Iyashikei",#1483,#5931,"13,227",9
Trapp Ikka Monogatari,7.62,"Drama, Romance, Childcare, Historical, Music",#1484,#6910,"9,073",28
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,7.62,"Action, Drama, Sci-Fi, Adult Cast, Military, Space",#1485,#4658,"24,185",87
K: Missing Kings,7.62,"Action, Super Power",#1486,#988,"258,820",672
Konnichiwa Anne: Before Green Gables,7.62,"Drama, Historical",#1487,#7207,"8,232",51
Koyomimonogatari,7.62,"Comedy, Mystery, Supernatural",#1488,#996,"256,689",365
Kyou kara Maou!,7.62,"Adventure, Comedy, Fantasy, Isekai, Shoujo",#1489,#1941,"117,430","1,364"
Kyoukai no Kanata: Shinonome,7.62,"Action, Supernatural",#1490,#1766,"133,601",76
Lupin III,7.62,"Action, Adventure, Comedy, Mystery, Adult Cast, Seinen",#1491,#2093,"105,952","1,002"
Maria-sama ga Miteru: Haru,7.62,"Drama, Girls Love, School, Shoujo",#1492,#4277,"29,056",91
Mashle,7.62,"Action, Comedy, Fantasy, Gag Humor, Parody, School, Shounen",#1493,#352,"636,249","4,136"
Meitantei Conan Movie 09: Suihei Senjou no Strategy Recap,7.62,"Adventure, Comedy, Mystery, Detective, Shounen",#1494,#6637,"10,032",2
Meitantei Conan: Conan vs. Kid - Shark & Jewel,7.62,"Adventure, Comedy, Mystery, Detective, Shounen",#1495,#6984,"8,858",3
Ojamajo Carnival!!,7.62,Mahou Shoujo,#1496,#11912,"1,877",5
Orange,7.62,"Drama, Romance, Sci-Fi, Love Polygon, School, Time Travel, Shoujo",#1497,#222,"849,176","7,097"
Osomatsu-san 2nd Season,7.62,"Comedy, Gag Humor, Parody",#1498,#3070,"55,854",236
Overlord Movie 1: Fushisha no Ou,7.62,"Action, Fantasy, Isekai, Video Game",#1499,#2309,"90,785",136
Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.,7.62,"Boys Love, Otaku Culture, School",#1500,#3752,"38,565",215
Seikai no Monshou,7.62,"Action, Romance, Sci-Fi, Military, Space",#1501,#3104,"54,564",465
Seikai no Senki III,7.62,"Action, Romance, Sci-Fi, Military, Space",#1502,#5216,"18,408",60
Jigoku Shoujo Mitsuganae,7.61,"Horror, Mystery, Supernatural, Suspense, Psychological",#1503,#2105,"104,770",274
Jungle wa Itsumo Hare nochi Guu Final,7.61,"Award Winning, Comedy, Slice of Life, Gag Humor, Shounen",#1504,#6543,"10,356",13
Juubee Ninpuuchou,7.61,"Action, Adventure, Fantasy, Horror, Romance, Gore, Historical, Martial Arts, Samurai",#1505,#1632,"147,851","1,235"
K: Seven Stories Movie 5 - Memory of Red - Burn,7.61,"Action, Super Power",#1506,#4765,"23,020",33
"Kimi to, Nami ni Noretara",7.61,"Drama, Romance, Supernatural, Adult Cast",#1507,#1079,"235,699","1,409"
Kishibe Rohan wa Ugokanai,7.61,"Action, Mystery, Supernatural, Shounen",#1508,#1576,"154,241",414
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,7.61,"Slice of Life, Idols (Female), Music, School",#1509,#3378,"46,796",298
Mahou Shoujo Lyrical Nanoha StrikerS,7.61,"Action, Comedy, Drama, Mahou Shoujo",#1510,#3103,"54,686",565
Master Keaton,7.61,"Adventure, Drama, Mystery, Adult Cast, Historical, Seinen",#1511,#4244,"29,611",141
Owari no Seraph: Nagoya Kessen-hen,7.61,"Action, Drama, Fantasy, Military, Urban Fantasy, Vampire, Shounen",#1512,#247,"811,386","2,959"
Persona 3 the Movie 2: Midsummer Knight's Dream,7.61,"Action, Supernatural, Super Power",#1513,#2317,"90,332",228
Piano no Mori,7.61,"Drama, Music, School, Seinen",#1514,#2711,"69,857",121
Puparia,7.61,Avant Garde,#1515,#3113,"54,420",326
R.O.D: Read or Die,7.61,"Action, Adventure, Mystery, Sci-Fi, Adult Cast, Historical",#1516,#2702,"70,485",355
Rozen Maiden: Träumend,7.61,"Action, Comedy, Drama, Fantasy, Seinen",#1517,#2076,"107,410",460
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),7.61,"Action, Historical, Samurai, Shounen",#1518,#1808,"128,989",847
Aikatsu Stars!,7.61,"Slice of Life, Idols (Female), Music, School",#1519,#4948,"21,134",303
Blood+,7.61,"Action, Drama, Horror, Mystery, Supernatural, Gore, Military, Vampire",#1520,#641,"384,064","4,389"
D4DJ First Mix,7.61,"Idols (Female), Music, School",#1521,#3526,"43,482",514
Digimon Adventure tri. 3: Kokuhaku,7.61,"Action, Adventure, Comedy, Drama",#1522,#2584,"75,474",87
Eikoku Koi Monogatari Emma,7.61,"Drama, Romance, Adult Cast, Historical, Seinen",#1523,#2932,"61,192",350
Free! Eternal Summer,7.61,"Sports, School",#1524,#563,"425,557","2,546"
Fune wo Amu,7.61,"Award Winning, Drama, Romance, Adult Cast, Workplace",#1525,#1831,"126,949",508
Fushigi Yuugi,7.61,"Action, Adventure, Fantasy, Romance, Historical, Isekai, Martial Arts, Reverse Harem, Shoujo",#1526,#1887,"122,950","2,105"
Gabriel DropOut Specials,7.61,"Comedy, Supernatural, CGDCT, Mythology, School, Shounen",#1527,#2645,"72,700",72
Gakkougurashi!,7.61,"Horror, Mystery, Slice of Life, Supernatural, Suspense, Psychological, School, Survival",#1528,#507,"463,125","5,574"
Hakkenden: Touhou Hakken Ibun 2nd Season,7.61,"Action, Fantasy, Mystery, Mythology, Shoujo",#1529,#2833,"64,945",205
High School Fleet Movie,7.61,"Action, Military, School",#1530,#5240,"18,256",76
Huyao Xiao Hongniang: Yue Hong,7.61,"Comedy, Romance, Supernatural, Historical",#1531,#5827,"13,823",54
Senki Zesshou Symphogear AXZ,7.61,"Action, Sci-Fi, Idols (Female), Music",#1532,#3789,"37,881",300
Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,7.61,"Action, Fantasy",#1533,#14167,955,7
Shingeki no Bahamut: Genesis,7.61,"Action, Adventure, Fantasy",#1534,#567,"422,871","1,691"
Shinigami Bocchan to Kuro Maid 2nd Season,7.61,"Comedy, Fantasy, Romance, Love Status Quo, Urban Fantasy",#1535,#2329,"89,232",329
Soukyuu no Fafner: Dead Aggressor - Exodus Part 2,7.61,"Action, Drama, Sci-Fi, Mecha, Military",#1536,#5529,"15,779",88
Tenchi Muyou! Ryououki,7.61,"Action, Comedy, Sci-Fi, Space",#1537,#3087,"55,293",590
Tenchi Muyou! Ryououki 2nd Season,7.61,"Action, Comedy, Sci-Fi, Harem, Space",#1538,#4240,"29,629",91
The iDOLM@STER Movie: Kagayaki no Mukougawa e!,7.61,"Comedy, Drama, Idols (Female), Music",#1539,#4582,"25,275",67
Tonikaku Kawaii 2nd Season,7.61,"Comedy, Romance, Shounen",#1540,#976,"261,314","2,460"
Utawarerumono,7.61,"Action, Drama, Fantasy, Sci-Fi",#1541,#1410,"175,210","1,180"
Shingeki no Kyojin: The Final Season Specials,7.6,"Comedy, Parody",#1542,#5489,"16,111",91
Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,7.6,"Music, Performing Arts, School",#1543,#7264,"8,058",30
Tegamibachi,7.6,"Adventure, Fantasy, Shounen",#1544,#1873,"123,656",751
The iDOLM@STER,7.6,"Comedy, Drama, Idols (Female), Music",#1545,#1565,"155,546","1,674"
Toaru Hikuushi e no Tsuioku,7.6,"Adventure, Romance, Adult Cast, Military",#1546,#2551,"77,232",283
Top wo Nerae 2! Diebuster,7.6,"Action, Award Winning, Comedy, Drama, Sci-Fi, Mecha, Space",#1547,#2494,"80,587",871
Uma Musume: Pretty Derby - Shin Jidai no Tobira,7.6,"Sports, Anthropomorphic, Racing",#1548,#7792,"6,739",27
Uma Musume: Pretty Derby Season 3,7.6,"Sports, Anthropomorphic, Racing",#1549,#4792,"22,734",87
White Album 2,7.6,"Drama, Romance, Love Polygon, Music",#1550,#1012,"251,946","3,334"
Yama no Susume Third Season,7.6,"Adventure, Slice of Life, CGDCT, Iyashikei",#1551,#4406,"27,485",68
Jigoku Shoujo,7.6,"Horror, Mystery, Supernatural, Suspense, Psychological",#1552,#670,"368,208","3,188"
Kareshi Kanojo no Jijou,7.6,"Comedy, Drama, Romance, School, Shoujo",#1553,#1064,"238,377","2,715"
Katsute Mahou Shoujo to Aku wa Tekitai shiteita.,7.6,"Comedy, Romance, Mahou Shoujo, Shounen",#1554,#2520,"78,607",365
Kimitachi wa Dou Ikiru ka,7.6,"Adventure, Award Winning, Drama, Fantasy, Anthropomorphic, Isekai",#1555,#2100,"105,052",549
Kino no Tabi: The Beautiful World - The Animated Series,7.6,"Adventure, Drama, Fantasy",#1556,#1183,"215,618","1,129"
Manga de Wakaru! Fate/Grand Order,7.6,Comedy,#1557,#5166,"18,830",42
Nurarihyon no Mago,7.6,"Action, Supernatural, Mythology, Shounen",#1558,#912,"278,674","1,378"
Prison School,7.6,"Comedy, Ecchi, Gag Humor, School, Seinen",#1559,#156,"1,042,361","7,644"
Asobi Asobase Specials,7.6,"Comedy, Gag Humor, Seinen",#1560,#3348,"47,449",20
BanG Dream! Morfonication,7.6,Music,#1561,#7861,"6,634",42
Bokura no,7.6,"Action, Drama, Sci-Fi, Suspense, Mecha, Psychological, Survival, Seinen",#1562,#1284,"194,976","1,190"
Cheng He Titong,7.6,"Comedy, Romance, Historical, Isekai",#1563,#12056,"1,787",18
Chrno Crusade,7.6,"Action, Romance, Supernatural, Historical, Mythology, Shounen",#1564,#1107,"230,182","1,931"
Da Wang Rao Ming 2,7.6,"Action, Adventure, Comedy, Fantasy",#1565,#5171,"18,795",110
Digimon Adventure Movie,7.6,"Action, Fantasy, Sci-Fi, Kids",#1566,#1974,"115,438",399
Doraemon Movie 26: Nobita no Kyouryuu 2006,7.6,"Adventure, Comedy, Time Travel, Kids",#1567,#5386,"16,904",31
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,7.6,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",#1568,#1550,"158,496",184
Fairy Tail: Final Series,7.6,"Action, Adventure, Fantasy, Shounen",#1569,#439,"527,004","5,287"
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,7.6,"Action, Fantasy",#1570,#2523,"78,503",200
Free! Dive to the Future,7.6,"Sports, School",#1571,#1356,"185,705",618
Free! Movie 1: Timeless Medley - Kizuna,7.6,"Sports, School",#1572,#3183,"51,994",76
Hellsing: Digest for Freaks,7.6,"Action, Horror, Supernatural, Adult Cast, Gore, Military, Vampire, Seinen",#1573,#3427,"45,667",70
Ani ni Tsukeru Kusuri wa Nai! 4,7.59,"Comedy, School",#1574,#4171,"30,731",34
Ashita no Nadja,7.59,"Adventure, Drama, Romance, Historical",#1575,#3965,"34,315",279
Chuuka Ichiban!,7.59,"Action, Comedy, Drama, Gourmet, Shounen",#1576,#4993,"20,683",121
Date A Bullet: Dead or Bullet,7.59,"Action, Sci-Fi, Isekai",#1577,#2028,"111,270",587
Full Metal Panic!,7.59,"Action, Comedy, Sci-Fi, Mecha, Military",#1578,#457,"507,784","4,389"
Hakuouki Movie 1: Kyoto Ranbu,7.59,"Action, Drama, Supernatural, Historical, Samurai, Josei",#1579,#4205,"30,183",82
Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,7.59,"Music, Performing Arts, School",#1580,#4061,"32,839",30
Hoshiai no Sora,7.59,"Drama, Sports, School",#1581,#1216,"207,661","2,329"
Initial D Battle Stage,7.59,"Action, Drama, Racing, Seinen",#1582,#3656,"40,648",110
Initial D: Project D to the Next Stage - Project D e Mukete,7.59,"Action, Drama, Racing, Seinen",#1583,#6037,"12,564",5
Shin Tennis no Oujisama vs. Genius 10,7.59,"Sports, Shounen",#1584,#5040,"20,121",56
Shinigami Bocchan to Kuro Maid,7.59,"Comedy, Fantasy, Romance, Love Status Quo, Urban Fantasy",#1585,#982,"259,822","1,725"
Tennis no Oujisama: Another Story - Kako to Mirai no Message,7.59,"Sports, School, Shounen",#1586,#5508,"15,942",22
Tensura Nikki: Tensei shitara Slime Datta Ken,7.59,"Comedy, Fantasy, Isekai, Reincarnation, Shounen",#1587,#697,"354,963","2,097"
Uchuu Kyoudai: Number Zero,7.59,"Comedy, Sci-Fi, Adult Cast, Space, Seinen",#1588,#7332,"7,831",5
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,7.59,"Comedy, Romance, Love Polygon, School",#1589,#914,"278,057",490
Junjou Romantica 3,7.59,"Boys Love, Comedy, Drama, Adult Cast",#1590,#1874,"123,568",502
Kekkai Sensen,7.59,"Action, Fantasy, Super Power, Urban Fantasy, Vampire, Shounen",#1591,#200,"898,693","8,038"
Kekkaishi,7.59,"Action, Adventure, Supernatural, Mythology, Shounen",#1592,#2005,"113,314",618
Kuroko no Basket: Mou Ikkai Yarimasen ka,7.59,"Comedy, Sports, School, Team Sports, Shounen",#1593,#3259,"50,005",29
Mahoujin Guruguru,7.59,"Adventure, Comedy, Fantasy, Shounen",#1594,#6218,"11,694",77
Meitantei Conan: Kuro no Soshiki to Taiketsu no Rekishi,7.59,"Adventure, Comedy, Mystery, Detective, Shounen",#1595,#7036,"8,697",6
Ongaku,7.59,"Award Winning, Slice of Life, Music",#1596,#5849,"13,700",162
Persona 3 the Movie 3: Falling Down,7.59,"Action, Supernatural, Super Power",#1597,#2506,"79,843",244
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,7.59,"Drama, Fantasy, Suspense, Psychological",#1598,#910,"279,588",646
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,7.58,"Comedy, Ecchi, Love Status Quo, School, Seinen",#1599,#1045,"242,216",576
Kidou Butouden G Gundam,7.58,"Action, Drama, Romance, Sci-Fi, Martial Arts, Mecha, Space",#1600,#2676,"71,700","1,041"
Love Live! Sunshine!! 2nd Season,7.58,"Slice of Life, Idols (Female), Music, School",#1601,#1924,"119,235","1,132"
Macross Δ Movie 2: Zettai Live!!!,7.58,"Action, Sci-Fi, Mecha, Military, Music, Space",#1602,#6963,"8,903",54
Majin Tantei Nougami Neuro,7.58,"Comedy, Mystery, Supernatural, Detective, Mythology, Shounen",#1603,#2736,"68,849",592
Majo Minarai wo Sagashite,7.58,"Award Winning, Comedy, Drama",#1604,#6201,"11,762",24
Naruto: Shippuuden - Sunny Side Battle,7.58,"Comedy, Fantasy, Gourmet, Shounen",#1605,#2588,"75,390",178
Ranma ½: Yomigaeru Kioku,7.58,"Comedy, Drama, Romance, Magical Sex Shift, Shounen",#1606,#5033,"20,221",33
Romeo x Juliet,7.58,"Drama, Fantasy, Romance, Historical",#1607,#1340,"186,966","1,194"
Saint Seiya: Meiou Hades Elysion-hen,7.58,"Action, Adventure, Fantasy, Sci-Fi, Mythology, Shounen",#1608,#3557,"42,649",113
Akiba Meido Sensou,7.58,"Action, Comedy, Organized Crime",#1609,#1457,"169,240","1,090"
Akudama Drive,7.58,"Action, Sci-Fi, Suspense, Adult Cast, Gore",#1610,#521,"452,688","3,837"
Arknights: Touin Kiro,7.58,"Action, Fantasy",#1611,#3338,"47,635",291
Bai Yao Pu 4th Season,7.58,"Adventure, Fantasy, Mystery, Supernatural, Historical",#1612,#12378,"1,610",17
BanG Dream! 2nd Season,7.58,"CGDCT, Music, School",#1613,#3374,"46,847",432
Bishoujo Senshi Sailor Moon Eternal Movie 1,7.58,"Romance, Mahou Shoujo, Shoujo",#1614,#4055,"32,932",137
Black Jack (TV),7.58,"Drama, Medical, Shounen",#1615,#3792,"37,806",208
Boku no Hero Academia the Movie 3: World Heroes' Mission,7.58,"Action, Super Power, Shounen",#1616,#972,"262,057","1,023"
Candy Candy,7.58,"Drama, Romance, Historical, Shoujo",#1617,#4072,"32,693",467
Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,7.58,"Action, Mecha, Military, School, Super Power",#1618,#3544,"42,993",53
Diamond no Ace OVA,7.58,"Sports, School, Team Sports, Shounen",#1619,#5276,"17,813",30
Doraemon Movie 40: Nobita no Shin Kyouryuu,7.58,"Adventure, Comedy, Sci-Fi, Kids, Shounen",#1620,#8720,"5,135",11
"Fuufu Ijou, Koibito Miman.",7.58,"Romance, Love Polygon, School, Seinen",#1621,#728,"342,126","3,816"
Hakuouki: Sekkaroku,7.58,"Action, Drama, Fantasy, Historical, Josei",#1622,#4326,"28,394",76
Hana yori Dango,7.58,"Drama, Romance, Love Polygon, School, Shoujo",#1623,#2860,"63,966",805
Hirano to Kagiura,7.58,"Boys Love, School, Josei",#1624,#4462,"26,781",178
"Ima, Soko ni Iru Boku",7.58,"Adventure, Drama, Fantasy, Sci-Fi, Isekai, Military",#1625,#1603,"150,890","1,202"
Soredemo Sekai wa Utsukushii,7.58,"Adventure, Fantasy, Romance, Shoujo",#1626,#779,"323,972","1,998"
Sword Art Online: Alicization - War of Underworld,7.58,"Action, Adventure, Fantasy, Video Game",#1627,#255,"790,555","3,703"
Tensei shitara Slime Datta Ken: Coleus no Yume,7.58,"Action, Adventure, Comedy, Fantasy, Isekai, Reincarnation, Shounen",#1628,#2277,"92,903",307
Tianbao Fuyao Lu,7.58,"Action, Adventure, Comedy, Fantasy, Mystery, Historical, Mythology",#1629,#6695,"9,828",122
Watashi no Shiawase na Kekkon: Watashi no Shiawase na Katachi,7.58,"Fantasy, Romance, Adult Cast, Historical",#1630,#4414,"27,370",65
World Trigger,7.58,"Action, Sci-Fi, Shounen",#1631,#543,"438,259","2,930"
Yowamushi Pedal: Glory Line,7.58,"Sports, Racing, Shounen",#1632,#2914,"61,865",98
Strike Witches Movie,7.57,"Action, Sci-Fi, Ecchi, Military",#1633,#3529,"43,389",119
Sword Art Online: Alicization,7.57,"Action, Adventure, Fantasy, Video Game",#1634,#146,"1,077,943","7,356"
Tada-kun wa Koi wo Shinai,7.57,"Comedy, Romance, School, Visual Arts",#1635,#831,"307,310","1,379"
Tsubasa Chronicle 2nd Season,7.57,"Action, Adventure, Drama, Fantasy, Romance, Shounen",#1636,#1914,"119,762",400
Ushio to Tora (TV),7.57,"Action, Adventure, Supernatural, Mythology, Shounen",#1637,#1101,"230,871",708
Wonder Egg Priority,7.57,"Drama, Supernatural, Suspense, Psychological",#1638,#261,"780,114","9,130"
Yong Sheng: Shi Nian Zhi Yue,7.57,,,,,
Yume-iro Pâtissière SP Professional,7.57,,,,,
Yuru Camp△ Specials,7.57,,,,,
Koutetsujou no Kabaneri Movie 2: Moeru Inochi,7.57,"Action, Fantasy, Horror, Suspense, Gore, Historical, Survival, Urban Fantasy",#1642,#3122,"54,109",51
Modern Love Tokyo: Kare ga Kanaderu Futari no Shirabe,7.57,Romance,#1643,#9655,"3,782",14
Momo e no Tegami,7.57,"Award Winning, Drama, Supernatural",#1644,#2395,"85,577",177
Pokemon: Mezase Pokemon Master,7.57,"Action, Adventure, Comedy, Fantasy, Kids",#1645,#4537,"25,800",132
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,7.57,"Fantasy, Isekai",#1646,#838,"305,274",636
Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,7.57,"Comedy, Sports, Ecchi, Delinquents, School, Shounen",#1647,#2780,"67,073",143
Ao Haru Ride OVA,7.57,"Romance, Love Polygon, School, Shoujo",#1648,#1594,"152,219",266
Ao no Exorcist Movie,7.57,"Action, Supernatural, Mythology, School, Shounen",#1649,#913,"278,310",411
Birdie Wing: Golf Girls' Story Season 2,7.57,Sports,#1650,#3885,"35,603",175
COLORs,7.57,"Drama, Crossdressing",#1651,#7220,"8,183",58
Doraemon Movie 33: Nobita no Himitsu Dougu Museum,7.57,"Adventure, Comedy, Fantasy, Kids, Shounen",#1652,#6917,"9,039",11
Dragon Ball Super: Super Hero,7.57,"Action, Adventure, Fantasy, Martial Arts, Super Power, Shounen",#1653,#1898,"121,246",651
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,7.57,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",#1654,#2053,"109,397",152
Dragon Quest: Dai no Daibouken (TV),7.57,"Action, Adventure, Fantasy, Shounen",#1655,#4601,"24,984",120
Fairy Tail,7.57,"Action, Adventure, Fantasy, Shounen",#1656,#54,"1,775,092","46,842"
Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,7.57,"Action, Adventure, Fantasy, Historical, Martial Arts",#1657,#10284,"3,068",8
Free! Dive to the Future - Soushun no Build-up!,7.57,"Comedy, School",#1658,#4631,"24,632",15
Fukigen na Mononokean Tsuzuki,7.57,"Comedy, Supernatural, Mythology",#1659,#3090,"55,077",166
Full Metal Panic! Invisible Victory,7.57,"Action, Mecha, Military",#1660,#2154,"101,688",278
Ga-Rei: Zero,7.57,"Action, Supernatural, Suspense, Gore, Super Power, Shounen",#1661,#1043,"242,899","2,808"
GetBackers,7.57,"Action, Mystery, Supernatural, Super Power, Shounen",#1662,#1863,"124,592",885
Gokushufudou Season 2,7.57,"Comedy, Adult Cast, Gag Humor, Organized Crime",#1663,#2440,"83,254",111
Hourou Musuko Specials,7.57,"Drama, Crossdressing, School",#1664,#6548,"10,339",11
Aa! Megami-sama! Tatakau Tsubasa,7.56,"Comedy, Romance, Supernatural, Harem, Seinen",#1665,#4362,"27,981",21
Ajin Part 2,7.56,"Action, Horror, Mystery, Supernatural, Gore, Seinen",#1666,#850,"301,906",515
Arakawa Under the Bridge,7.56,"Comedy, Romance, Seinen",#1667,#683,"360,595","2,417"
Baka to Test to Shoukanjuu: Matsuri,7.56,"Comedy, School, Super Power",#1668,#1822,"127,733",110
Byousoku 5 Centimeter,7.56,"Drama, Romance",#1669,#175,"965,115","11,065"
Cang Yuan Tu: Dongning Fu Fanwai Pian,7.56,"Action, Adventure, Fantasy, Historical, Martial Arts",#1670,#14359,901,4
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,7.56,"Fantasy, Slice of Life, Iyashikei, Seinen",#1671,#6944,"8,963",8
Hanhua Riji 2nd Season,7.56,"Comedy, Slice of Life, Supernatural",#1672,#9987,"3,378",8
Heya Camp△: Sauna to Gohan to Sanrin Bike,7.56,"Slice of Life, CGDCT, Iyashikei",#1673,#4968,"20,863",15
Higashi no Eden Movie II: Paradise Lost,7.56,"Mystery, Romance, Sci-Fi, Suspense, Adult Cast, Psychological",#1674,#1629,"148,286",123
Higashi no Eden: Air Communication,7.56,"Mystery, Romance, Sci-Fi, Suspense, Adult Cast, Psychological",#1675,#3911,"35,161",23
Hokuto no Ken 2,7.56,"Action, Drama, Sci-Fi, Gore, Martial Arts, Super Power, Shounen",#1676,#4062,"32,829",145
Hokuto no Ken: Raoh Gaiden Gekitou-hen,7.56,"Action, Adventure, Romance, Martial Arts, Shounen",#1677,#6420,"10,838",22
InuYasha Movie 1: Toki wo Koeru Omoi,7.56,"Action, Adventure, Fantasy, Romance, Historical, Mythology, Time Travel, Shounen",#1678,#2094,"105,875",181
Senjou no Valkyria,7.56,"Action, Romance, Military",#1679,#1762,"133,994",610
Senpai ga Uzai Kouhai no Hanashi,7.56,"Comedy, Adult Cast, Love Status Quo, Workplace",#1680,#712,"348,124","1,717"
Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,7.56,"Drama, Adult Cast, Love Polygon, Performing Arts, Josei",#1681,#6300,"11,311",10
Sword Art Online Movie: Ordinal Scale,7.56,"Action, Adventure, Sci-Fi, Video Game",#1682,#279,"745,686","3,463"
Tales of Vesperia: The First Strike,7.56,"Action, Adventure, Fantasy, Military",#1683,#3256,"50,032",141
Tamayura: More Aggressive,7.56,"Slice of Life, CGDCT, Iyashikei",#1684,#4875,"21,776",71
Totsukuni no Shoujo,7.56,"Supernatural, Shounen",#1685,#2880,"63,266",269
Totsukuni no Shoujo (2022),7.56,"Supernatural, Shounen",#1686,#3299,"48,711",324
Towa no Quon 6: Towa no Quon,7.56,"Action, Sci-Fi, Super Power",#1687,#3545,"42,989",54
UFO Robo Grendizer,7.56,"Action, Sci-Fi, Mecha",#1688,#5940,"13,134",140
Wanneng Lian Ai Zahuo Dian,7.56,"Fantasy, Romance",#1689,#13500,"1,146",78
Yama no Susume Second Season,7.56,"Adventure, Slice of Life, CGDCT, Iyashikei",#1690,#3816,"37,309",161
